claim_number,subrogation,claim_est_payout,liab_prct,claim_date,claim_day_of_week,channel,zip_code,witness_present_ind,policy_report_filed_ind,in_network_bodyshop,accident_key,policyholder_key,vehicle_key,driver_key
9471222,0,3080.34,42,5/10/2015,Thursday,Broker,20105,Y,1,yes,3.0,7390.0,9352.0,8510.0
3677225,0,1669.91,32,3/17/2015,Monday,Phone,50059,Y,0,no,6.0,7391.0,9353.0,1729.0
1540322,0,5421.38,35,1/16/2015,Tuesday,Online,85027,N,1,yes,2.0,91.0,9354.0,8511.0
1398339,0,2078.66,34,7/7/2016,Wednesday,Broker,50055,Y,1,yes,7.0,2151.0,9355.0,8512.0
2213544,0,1810.34,40,10/29/2016,Friday,Online,15035,N,0,yes,11.0,7392.0,9356.0,8513.0
6258071,0,310.11,31,9/29/2015,Friday,Broker,85025,N,1,yes,10.0,7393.0,9357.0,8514.0
8225600,0,1394.76,32,6/26/2015,Thursday,Online,15033,N,1,yes,9.0,7394.0,9358.0,2735.0
6346942,0,827.61,47,10/1/2016,Friday,Online,15052,Y,0,yes,10.0,329.0,9359.0,8515.0
5520869,0,3373.63,39,6/4/2015,Saturday,Phone,80002,N,1,yes,3.0,7395.0,9360.0,8516.0
2460000,0,1175.72,34,2/17/2015,Wednesday,Broker,85043,Y,1,yes,1.0,4826.0,9361.0,1083.0
1194480,0,1904.76,34,11/16/2015,Tuesday,Broker,50009,N,0,no,1.0,7396.0,9362.0,8517.0
8672498,0,1492.92,44,5/13/2015,Saturday,Phone,20135,Y,0,yes,5.0,7397.0,9363.0,8518.0
4289487,0,1922.21,33,6/20/2016,Monday,Phone,50057,N,1,yes,11.0,3188.0,9364.0,8519.0
4985487,0,952.33,29,3/19/2015,Sunday,Broker,80014,N,0,yes,2.0,666.0,9365.0,8520.0
1205460,0,886.89,33,11/1/2016,Monday,Phone,50028,Y,0,yes,6.0,36.0,9366.0,8521.0
9274609,1,6521.01,44,2/1/2015,Monday,Phone,20101,N,1,yes,1.0,37.0,9367.0,8522.0
7217039,0,517.55,44,4/20/2015,Thursday,Broker,85038,Y,1,yes,12.0,7398.0,9368.0,8523.0
7104339,1,6989.63,38,1/16/2016,Sunday,Online,15009,N,0,yes,3.0,64.0,9369.0,8524.0
2528795,0,2326.79,38,11/28/2016,Saturday,Broker,20118,Y,1,yes,1.0,7399.0,9370.0,1193.0
8940689,0,2125.42,54,8/20/2016,Sunday,Broker,20139,Y,0,yes,4.0,7400.0,9371.0,8525.0
2841540,1,2473.27,35,9/4/2015,Thursday,Phone,80109,Y,0,yes,2.0,7401.0,9372.0,8526.0
9111068,0,3472.7,35,6/4/2016,Friday,Broker,15003,Y,1,yes,11.0,7402.0,9373.0,8527.0
3333539,0,753.6,41,5/7/2016,Friday,Online,85069,Y,0,no,1.0,37.0,9374.0,8528.0
1965627,0,4249.87,45,9/7/2016,Monday,Broker,85042,N,0,no,7.0,7403.0,9375.0,8529.0
3061421,0,8389.58,34,11/19/2015,Thursday,Online,80103,Y,0,no,5.0,36.0,9376.0,8530.0
3128520,1,5512.63,40,12/24/2016,Thursday,Phone,15053,Y,1,no,3.0,7404.0,9377.0,8531.0
6217553,0,3202.1,42,9/24/2015,Sunday,Broker,15022,N,1,yes,7.0,7405.0,9378.0,8532.0
1596344,0,2945.53,32,6/8/2015,Thursday,Broker,80027,Y,1,no,9.0,7406.0,9379.0,8533.0
1222444,0,4078.03,41,3/3/2016,Sunday,Phone,15055,Y,1,no,8.0,7407.0,9380.0,8534.0
2235198,1,14069.75,33,12/17/2016,Wednesday,Broker,20140,Y,0,yes,10.0,7408.0,9381.0,8535.0
8494507,1,2317.61,43,8/14/2016,Tuesday,Phone,80011,N,0,no,7.0,7409.0,9382.0,4081.0
2627281,1,2113.54,24,12/20/2016,Wednesday,Phone,50033,Y,1,yes,10.0,7410.0,9383.0,8536.0
6910440,1,589.37,24,11/30/2015,Monday,Phone,50005,N,1,yes,10.0,189.0,9384.0,8537.0
7075600,1,3435.62,46,4/18/2016,Monday,Phone,50002,N,0,yes,2.0,7411.0,9385.0,8538.0
4629596,1,792.81,19,1/16/2016,Tuesday,Broker,85078,N,1,yes,10.0,3807.0,9386.0,8516.0
9448743,0,903.41,49,3/8/2015,Wednesday,Phone,15017,N,1,yes,4.0,7412.0,9387.0,8539.0
4333769,0,2234.45,66,12/13/2016,Wednesday,Broker,15025,N,0,no,1.0,7413.0,9388.0,8540.0
5561162,0,1508.96,42,8/28/2015,Monday,Broker,15019,N,0,yes,10.0,7414.0,9389.0,8541.0
5691192,0,1096.65,44,1/27/2016,Wednesday,Phone,50051,N,1,yes,5.0,894.0,9390.0,8542.0
7277661,1,261.74,29,4/12/2015,Tuesday,Broker,80027,N,1,yes,2.0,7415.0,9391.0,8543.0
8517997,0,2836.05,54,7/25/2015,Monday,Broker,50044,Y,1,yes,11.0,7416.0,9392.0,8544.0
4590726,0,2685.12,31,12/1/2016,Tuesday,Phone,15047,N,1,no,9.0,1552.0,9393.0,8545.0
8149612,0,5743.33,45,2/4/2016,Monday,Broker,20116,N,1,yes,12.0,7417.0,9394.0,8546.0
7044019,0,4151.38,27,4/29/2016,Saturday,Broker,85017,N,1,no,10.0,7418.0,9395.0,8547.0
6675111,0,6463,40,5/29/2015,Friday,Broker,20129,N,1,yes,10.0,7419.0,9396.0,6632.0
3366118,0,1727.98,32,2/3/2015,Wednesday,Phone,20129,Y,0,yes,5.0,7420.0,9397.0,8548.0
2900677,0,8586.44,49,10/27/2015,Friday,Broker,85033,N,1,yes,2.0,7421.0,9398.0,6289.0
7758310,0,3527.37,62,2/20/2015,Saturday,Broker,50044,N,1,yes,4.0,7422.0,9399.0,8549.0
9730772,0,6230.62,36,12/7/2016,Saturday,Broker,15053,N,0,yes,5.0,7423.0,9400.0,8550.0
4202685,0,1233.56,47,10/9/2015,Friday,Broker,50009,N,0,yes,5.0,7424.0,9401.0,5048.0
3738873,1,1145.15,37,2/27/2016,Tuesday,Broker,85066,N,0,yes,3.0,7425.0,9402.0,8551.0
9328361,1,2067.42,44,6/9/2016,Friday,Broker,15026,N,1,yes,10.0,7426.0,9403.0,8552.0
1176675,0,239.01,49,12/1/2015,Wednesday,Phone,50006,Y,0,yes,9.0,7427.0,9404.0,8553.0
3742638,1,2477.84,40,5/21/2016,Wednesday,Broker,50008,N,1,no,7.0,178.0,9405.0,8554.0
4384503,0,1849.47,47,4/24/2015,Saturday,Broker,20135,Y,0,yes,10.0,7428.0,9406.0,8555.0
5477893,0,4171.23,53,4/24/2016,Tuesday,Broker,20104,N,1,yes,1.0,7429.0,9407.0,878.0
6041996,1,3802.85,33,3/2/2016,Tuesday,Broker,20120,N,1,yes,3.0,1592.0,9408.0,8556.0
8926783,0,2164.14,57,5/11/2016,Friday,Broker,20120,N,1,no,4.0,7430.0,9409.0,8557.0
5333385,0,780.59,34,5/23/2015,Saturday,Broker,85013,N,0,yes,6.0,7431.0,9410.0,8558.0
7938961,0,4257.87,38,11/13/2015,Monday,Online,15028,Y,1,yes,4.0,466.0,9411.0,8559.0
5528430,0,9556.83,38,2/19/2016,Tuesday,Phone,15004,Y,0,no,12.0,7432.0,9412.0,8560.0
6278849,0,2914.65,41,12/15/2016,Friday,Online,20109,N,0,yes,5.0,7433.0,9413.0,8561.0
5077660,1,3015.25,31,1/14/2015,Saturday,Broker,20144,Y,1,yes,8.0,183.0,9414.0,8562.0
3524307,0,408.33,46,2/11/2015,Tuesday,Phone,15009,N,0,no,9.0,74.0,9415.0,8563.0
8343329,0,2317.78,33,6/1/2016,Saturday,Online,50047,N,0,yes,2.0,7434.0,9416.0,8564.0
5572898,1,903.24,43,10/29/2016,Wednesday,Broker,50039,Y,0,no,10.0,7435.0,9417.0,7172.0
8774919,0,2186.7,31,5/9/2016,Thursday,Phone,50034,N,1,no,5.0,7436.0,9418.0,4220.0
7503382,0,6454.2,54,7/15/2016,Saturday,Broker,50011,Y,1,no,4.0,7437.0,9419.0,8565.0
9256280,1,5367.73,26,7/16/2015,Saturday,Phone,20153,N,1,yes,12.0,7438.0,9420.0,8566.0
8998580,0,3760.36,34,8/25/2015,Tuesday,Broker,50027,N,0,yes,7.0,7439.0,9421.0,5958.0
9699172,0,4940.28,35,6/20/2015,Tuesday,Broker,80033,N,0,yes,9.0,7440.0,9422.0,8567.0
2354049,0,12088.52,40,8/2/2016,Tuesday,Online,50005,Y,0,yes,12.0,7441.0,9423.0,8568.0
7452554,1,920.58,28,8/16/2016,Friday,Online,20107,Y,0,yes,2.0,329.0,9424.0,8569.0
5391183,0,4848.25,31,10/22/2015,Saturday,Broker,85022,Y,1,yes,11.0,49.0,9425.0,695.0
7871156,0,4053.54,29,8/24/2015,Monday,Broker,80001,Y,1,yes,4.0,7442.0,9426.0,8570.0
1310691,0,2344.53,36,5/24/2016,Wednesday,Online,50010,N,1,yes,6.0,7443.0,9427.0,8571.0
5062378,0,3449.03,44,5/25/2015,Sunday,Phone,15022,N,0,yes,4.0,7444.0,9428.0,8572.0
6951880,0,1765.01,42,9/5/2015,Saturday,Broker,15017,N,0,yes,2.0,7445.0,9429.0,8573.0
1710816,1,1705.49,47,1/4/2015,Monday,Broker,85077,N,1,yes,10.0,74.0,9430.0,8574.0
1133055,1,1852.28,24,5/3/2015,Wednesday,Phone,15057,N,1,yes,1.0,7446.0,9431.0,8575.0
6518496,0,1716.58,46,9/23/2016,Thursday,Broker,20153,Y,0,yes,12.0,227.0,9432.0,8576.0
2265027,1,2149.57,36,7/4/2015,Monday,Broker,20147,N,1,yes,3.0,2696.0,9433.0,8577.0
4168624,0,880.09,51,4/11/2016,Friday,Broker,15025,N,0,no,2.0,7447.0,9434.0,8578.0
6374862,1,2238.76,35,12/12/2015,Saturday,Phone,85012,N,1,no,2.0,1593.0,9435.0,5360.0
7053834,0,726.51,46,1/1/2015,Sunday,Phone,20119,Y,0,no,9.0,1751.0,9436.0,8579.0
4961877,1,15438.64,33,9/4/2015,Saturday,Online,80036,N,1,yes,3.0,7448.0,9437.0,8580.0
2009631,0,2114.74,51,1/26/2016,Monday,Broker,80005,N,0,no,12.0,1291.0,9438.0,8581.0
7396928,0,1168.06,34,12/29/2015,Wednesday,Broker,15031,N,1,yes,5.0,91.0,9439.0,8582.0
8416407,0,1682.37,35,10/16/2016,Thursday,Broker,15022,Y,0,yes,12.0,178.0,9440.0,8583.0
6321023,1,4521.89,42,6/18/2016,Friday,Broker,80034,N,1,yes,11.0,7449.0,9441.0,8584.0
7202084,0,1658.48,24,12/29/2016,Thursday,Broker,20158,N,0,yes,3.0,91.0,9442.0,8585.0
3288666,0,754.5,27,5/26/2016,Tuesday,Phone,50034,N,0,yes,2.0,7450.0,9443.0,221.0
6462512,0,2702.3,33,12/26/2015,Thursday,Broker,50011,N,1,yes,1.0,7451.0,9444.0,8586.0
6348665,0,1076.96,37,1/10/2016,Tuesday,Broker,80028,N,1,yes,7.0,7452.0,9445.0,8587.0
3761661,0,2862.24,36,7/2/2015,Friday,Online,50010,N,0,no,11.0,7453.0,9446.0,8588.0
2751306,0,1511.29,63,9/5/2015,Thursday,Broker,20148,N,1,no,4.0,7454.0,9447.0,8589.0
3734338,1,4416.48,33,8/12/2015,Thursday,Broker,50025,N,0,yes,9.0,7455.0,9448.0,8590.0
1991706,0,3116.25,39,1/28/2016,Monday,Broker,20141,N,1,yes,3.0,7456.0,9449.0,8591.0
4935853,0,12072.75,16,8/10/2015,Thursday,Phone,20135,N,0,no,8.0,7457.0,9450.0,8592.0
3718378,0,1503.81,45,5/27/2015,Sunday,Broker,20105,N,1,yes,4.0,7458.0,9451.0,8593.0
7538651,0,1689.68,35,1/12/2016,Wednesday,Online,15001,N,0,yes,5.0,7459.0,9452.0,8594.0
7044250,0,7963.13,53,12/25/2016,Tuesday,Broker,80016,N,0,yes,1.0,7460.0,9453.0,8595.0
4681891,0,6751.66,35,5/22/2016,Friday,Broker,80002,N,0,no,3.0,7461.0,9454.0,8596.0
5013816,0,2373.07,45,5/10/2015,Monday,Online,15009,N,0,no,11.0,7462.0,9455.0,4272.0
5778842,0,1605.75,54,6/11/2016,Sunday,Broker,20135,Y,1,yes,6.0,7463.0,9456.0,8597.0
9043483,0,1599.23,35,1/13/2016,Wednesday,Broker,20151,N,1,yes,12.0,1517.0,9457.0,3102.0
7732925,0,11534.77,42,4/23/2015,Wednesday,Phone,20156,N,1,yes,4.0,227.0,9458.0,8598.0
6229280,0,5826.5,28,6/7/2016,Thursday,Broker,20103,Y,1,yes,8.0,7464.0,9459.0,8599.0
6921558,0,1279.12,53,4/16/2015,Sunday,Broker,80028,N,1,yes,8.0,7465.0,9460.0,6143.0
4984879,0,684.45,41,10/7/2016,Friday,Phone,80010,Y,1,yes,8.0,36.0,9461.0,8600.0
6703089,1,4606.86,30,4/29/2015,Wednesday,Broker,50025,Y,0,yes,9.0,7466.0,9462.0,3156.0
5309557,1,4177.95,43,6/3/2016,Monday,Phone,85079,Y,1,yes,3.0,7467.0,9463.0,7375.0
8111543,1,1813.59,22,11/20/2016,Monday,Broker,80028,N,0,yes,11.0,7468.0,9464.0,8601.0
2765155,0,239.86,36,6/29/2015,Wednesday,Phone,15026,N,0,yes,12.0,36.0,9465.0,8602.0
3107429,0,2031.39,13,5/9/2015,Monday,Broker,20151,Y,1,yes,9.0,7469.0,9466.0,8603.0
6448950,0,1670.07,40,7/15/2015,Friday,Broker,85007,Y,1,yes,9.0,178.0,9467.0,8604.0
9068165,0,2162.64,21,9/30/2015,Wednesday,Online,85007,N,0,yes,12.0,7470.0,9468.0,3630.0
9074040,0,7936.88,44,2/3/2015,Tuesday,Phone,20106,Y,0,no,10.0,7471.0,9469.0,8605.0
4648862,0,985.04,38,8/2/2015,Thursday,Broker,20120,Y,1,yes,11.0,7472.0,9470.0,8606.0
9201678,0,1930.33,40,8/21/2015,Saturday,Broker,20111,N,1,yes,2.0,3042.0,9471.0,8607.0
6581068,0,4880.62,32,2/20/2015,Tuesday,Phone,20148,N,0,yes,8.0,64.0,9472.0,8608.0
8231801,1,1402.38,24,1/23/2015,Thursday,Broker,15001,N,0,yes,6.0,7473.0,9473.0,8609.0
6305647,0,250.85,16,1/12/2016,Monday,Broker,50049,N,1,yes,10.0,7474.0,9474.0,8610.0
5020460,0,1384.68,56,10/25/2015,Wednesday,Phone,15017,N,0,yes,1.0,1517.0,9475.0,8611.0
8138443,0,3042.09,40,7/6/2015,Tuesday,Broker,50023,N,1,yes,8.0,7475.0,9476.0,8612.0
7104324,0,4342.14,41,5/21/2015,Monday,Broker,85055,N,1,no,5.0,7476.0,9477.0,8613.0
3408897,0,1091.03,30,5/8/2016,Thursday,Broker,50054,Y,1,yes,12.0,7477.0,9478.0,8614.0
1944099,0,7416.3,43,9/4/2015,Thursday,Broker,85008,N,1,yes,6.0,1977.0,9479.0,8615.0
9131557,0,3206.08,42,5/31/2016,Tuesday,Broker,20149,N,0,yes,9.0,7478.0,9480.0,8616.0
5489464,1,1153.14,29,3/5/2016,Wednesday,Broker,85004,Y,1,yes,8.0,7479.0,9481.0,4311.0
5622138,1,14659.71,26,3/21/2016,Wednesday,Broker,80006,N,1,yes,10.0,7480.0,9482.0,8617.0
3062021,0,2817.53,43,6/9/2016,Saturday,Phone,80030,N,1,yes,12.0,7481.0,9483.0,8618.0
1284108,0,4255.86,40,7/18/2016,Thursday,Broker,20132,Y,1,yes,12.0,7482.0,9484.0,8619.0
5642066,0,2702.79,39,5/1/2016,Sunday,Online,50002,Y,1,yes,3.0,7483.0,9485.0,8620.0
6165098,0,1295.9,36,8/6/2015,Friday,Phone,15046,N,0,yes,7.0,7484.0,9486.0,8621.0
5642521,0,65.75,47,7/2/2016,Monday,Broker,50039,Y,0,yes,12.0,7485.0,9487.0,8622.0
2331337,0,2040.92,27,10/7/2015,Tuesday,Phone,15035,Y,0,yes,4.0,7486.0,9488.0,8623.0
3753020,0,3563.63,37,1/8/2015,Sunday,Phone,80025,N,0,yes,3.0,7487.0,9489.0,8624.0
4904575,0,2767.76,33,8/7/2016,Sunday,Phone,50039,Y,1,yes,4.0,7488.0,9490.0,3680.0
9285123,0,1687.5,54,1/30/2015,Saturday,Broker,15006,N,1,yes,5.0,43.0,9491.0,8625.0
7359446,1,2648,30,2/18/2016,Sunday,Broker,15003,Y,1,yes,7.0,7489.0,9492.0,8626.0
4844693,1,7185.05,38,12/19/2016,Tuesday,Broker,15015,Y,1,no,10.0,7490.0,9493.0,1474.0
3973361,1,5847.29,39,3/3/2015,Friday,Online,15035,N,0,yes,10.0,7491.0,9494.0,8627.0
7912159,0,6809.74,31,9/18/2016,Tuesday,Online,80022,N,0,yes,12.0,7492.0,9495.0,8628.0
1499945,0,1204.76,41,1/15/2015,Sunday,Phone,50006,N,1,yes,10.0,64.0,9496.0,8629.0
4068079,0,1545.43,34,7/22/2015,Monday,Broker,80108,N,1,yes,9.0,7493.0,9497.0,8630.0
9238107,0,3963.8,47,9/15/2015,Tuesday,Phone,15012,N,1,yes,4.0,518.0,9498.0,8631.0
6811892,0,21504.28,39,7/15/2015,Tuesday,Broker,80033,Y,1,no,4.0,7494.0,9499.0,8632.0
3356918,0,5615.73,46,1/14/2015,Monday,Phone,85028,N,0,yes,5.0,7495.0,9500.0,8633.0
1072269,1,1511.32,34,7/18/2016,Monday,Online,20132,Y,0,no,11.0,7496.0,9501.0,8634.0
8398123,0,616.95,42,7/16/2016,Saturday,Broker,85012,N,1,yes,5.0,7497.0,9502.0,8635.0
4189050,0,465.54,34,7/12/2015,Thursday,Online,85012,N,1,yes,10.0,466.0,9503.0,969.0
2089856,0,9603.64,28,2/2/2016,Tuesday,Online,50020,N,0,yes,6.0,7498.0,9504.0,8636.0
9702261,0,4904.41,45,10/21/2016,Thursday,Broker,15001,N,0,yes,10.0,189.0,9505.0,8637.0
2994838,0,958.15,56,11/29/2015,Tuesday,Online,20119,N,1,yes,9.0,7499.0,9506.0,8638.0
3907671,0,2037.86,65,9/26/2016,Sunday,Phone,15052,N,0,no,7.0,7023.0,9507.0,8639.0
5207427,0,1055.42,32,5/14/2016,Friday,Phone,80017,N,1,yes,8.0,7500.0,9508.0,8640.0
2230027,0,8701.43,36,2/9/2015,Monday,Broker,15010,N,1,yes,10.0,2404.0,9509.0,8641.0
4674846,0,3494.34,42,8/8/2015,Tuesday,Phone,50040,N,0,yes,9.0,36.0,9510.0,8642.0
1170535,0,527.08,40,10/8/2015,Saturday,Phone,15035,Y,0,yes,5.0,7501.0,9511.0,8643.0
3652427,0,3407.5,37,6/2/2016,Thursday,Phone,50012,N,1,yes,6.0,7502.0,9512.0,8644.0
6741695,0,881.16,43,3/3/2015,Tuesday,Broker,85068,N,1,yes,10.0,7503.0,9513.0,8645.0
2451501,1,5745.52,27,6/8/2015,Thursday,Phone,80022,N,1,yes,12.0,43.0,9514.0,4759.0
3116790,0,1359.27,61,8/26/2016,Sunday,Broker,50047,Y,1,no,6.0,7504.0,9515.0,8646.0
6239885,0,1194.71,51,8/24/2016,Sunday,Broker,80028,N,1,yes,3.0,7505.0,9516.0,8647.0
5972858,0,3391.72,51,7/14/2015,Sunday,Online,20119,N,1,yes,7.0,17.0,9517.0,8648.0
2545790,1,2462.81,29,10/22/2015,Friday,Broker,15046,Y,1,yes,10.0,7506.0,9518.0,8649.0
1716779,0,2141.8,44,7/23/2015,Tuesday,Phone,85067,Y,0,no,7.0,7507.0,9519.0,8650.0
7864709,1,991.41,42,8/14/2016,Saturday,Broker,85016,Y,1,no,8.0,7508.0,9520.0,8651.0
4501580,0,1083.27,31,4/17/2015,Tuesday,Online,15054,Y,1,yes,4.0,7509.0,9521.0,8652.0
8747733,1,1637.52,32,7/7/2015,Thursday,Phone,15035,Y,0,yes,3.0,7510.0,9522.0,1552.0
8704736,0,828.66,38,3/5/2015,Tuesday,Broker,15001,Y,1,yes,5.0,7511.0,9523.0,8653.0
3982804,0,599.47,45,7/17/2016,Monday,Broker,20140,Y,0,yes,3.0,7512.0,9524.0,1166.0
7303558,0,21504.28,29,11/13/2016,Sunday,Online,80016,N,0,yes,10.0,744.0,9525.0,4728.0
8077381,0,493.68,34,12/8/2015,Sunday,Phone,20134,N,1,no,12.0,7513.0,9526.0,8654.0
9659250,0,883.75,30,5/31/2016,Friday,Broker,15001,N,0,yes,1.0,7514.0,9527.0,8655.0
1700928,0,2217.17,30,7/9/2015,Saturday,Phone,20148,Y,1,yes,2.0,7515.0,9528.0,8656.0
3996839,0,2020.77,45,2/25/2015,Wednesday,Online,85008,N,0,yes,12.0,7516.0,9529.0,8657.0
5051505,0,783.87,41,10/20/2015,Saturday,Broker,15035,N,0,yes,5.0,7517.0,9530.0,8658.0
9054433,1,246.35,36,6/6/2015,Wednesday,Broker,20116,Y,0,yes,10.0,7518.0,9531.0,8659.0
5554980,0,4124.81,54,7/5/2015,Thursday,Online,50056,Y,0,yes,12.0,7519.0,9532.0,8660.0
3788697,0,1205.65,41,12/29/2016,Thursday,Broker,15028,N,1,no,10.0,7520.0,9533.0,8661.0
7996055,0,6593.48,36,7/21/2015,Thursday,Phone,20151,Y,1,no,9.0,7521.0,9534.0,8662.0
6094227,0,6151.66,39,12/24/2016,Friday,Broker,50008,Y,1,no,9.0,7522.0,9535.0,8663.0
7264131,0,1358.24,48,1/13/2015,Saturday,Phone,15052,Y,1,yes,8.0,7523.0,9536.0,8664.0
6217422,1,2667.5,32,8/30/2016,Sunday,Online,80102,Y,0,yes,10.0,7524.0,9537.0,8665.0
9135965,0,6428.33,46,3/9/2016,Saturday,Phone,50031,N,0,yes,5.0,21.0,9538.0,8666.0
3879885,0,13970.4,51,12/25/2016,Friday,Phone,85069,N,1,yes,5.0,7525.0,9539.0,8667.0
2200108,0,2820.99,49,12/24/2016,Tuesday,Online,50033,N,0,yes,12.0,49.0,9540.0,8668.0
5904203,1,2970.51,34,4/3/2016,Monday,Broker,80046,Y,1,yes,1.0,7526.0,9541.0,8669.0
4967386,0,9087.83,20,8/21/2016,Wednesday,Broker,80010,N,1,yes,1.0,7527.0,9542.0,8670.0
5988218,0,6752.66,46,9/21/2015,Sunday,Broker,20163,N,1,yes,1.0,7528.0,9543.0,4033.0
4360418,1,2884.98,34,12/30/2015,Friday,Phone,20143,Y,1,yes,8.0,7529.0,9544.0,8671.0
6021046,1,1533.49,25,5/23/2015,Wednesday,Phone,50042,N,1,yes,2.0,36.0,9545.0,8672.0
8437942,1,2515.66,31,10/7/2015,Tuesday,Broker,20120,Y,1,yes,3.0,37.0,9546.0,8673.0
7872910,0,1670.98,22,3/30/2016,Wednesday,Phone,15055,Y,0,yes,4.0,7530.0,9547.0,8674.0
4160657,1,5914.09,30,4/25/2015,Saturday,Broker,50012,N,0,yes,10.0,7531.0,9548.0,2948.0
1246808,0,232,30,3/5/2015,Sunday,Phone,20104,Y,1,no,7.0,7532.0,9549.0,8675.0
3873407,0,4054.22,41,4/18/2016,Sunday,Broker,50047,Y,1,no,9.0,7533.0,9550.0,8676.0
9354230,0,2515.68,37,1/18/2015,Tuesday,Online,85072,N,1,no,8.0,87.0,9551.0,4445.0
4644763,0,5233.1,50,12/1/2015,Thursday,Phone,15057,N,1,no,6.0,7534.0,9552.0,8677.0
9207140,0,3153.21,30,7/17/2015,Sunday,Broker,15049,N,1,yes,6.0,7535.0,9553.0,8678.0
8181351,0,1191.74,41,5/28/2016,Thursday,Online,15035,N,1,yes,10.0,7536.0,9554.0,8679.0
3369295,0,756.38,34,11/5/2016,Monday,Broker,20141,N,1,yes,4.0,7537.0,9555.0,8680.0
7618530,0,1024.42,48,7/8/2016,Tuesday,Phone,85072,N,1,no,7.0,7538.0,9556.0,8681.0
1847237,0,1029.18,35,4/29/2015,Saturday,Phone,20101,Y,1,yes,4.0,7539.0,9557.0,8682.0
6308169,1,736.44,42,12/16/2015,Saturday,Online,80034,N,0,no,12.0,7540.0,9558.0,5253.0
5050498,0,6506.2,36,6/20/2015,Monday,Phone,50041,N,1,no,9.0,7541.0,9559.0,8683.0
9582360,0,2642.4,54,7/21/2015,Thursday,Broker,85042,N,1,yes,11.0,7542.0,9560.0,8684.0
3107097,1,5287.99,30,4/17/2016,Tuesday,Phone,15034,Y,1,no,10.0,7543.0,9561.0,2343.0
3843526,0,4921.53,36,2/6/2016,Thursday,Phone,85062,N,0,yes,6.0,7544.0,9562.0,8685.0
4188295,0,2905.93,40,4/2/2015,Sunday,Broker,85033,N,0,no,5.0,7545.0,9563.0,8686.0
2273236,0,4028.91,27,2/15/2015,Tuesday,Broker,20165,Y,1,no,11.0,141.0,9564.0,8687.0
1975304,0,5244.17,43,11/23/2016,Monday,Broker,80002,N,0,yes,11.0,49.0,9565.0,8688.0
8876777,0,1662.6,23,1/5/2015,Wednesday,Broker,15054,N,0,yes,11.0,7546.0,9566.0,8689.0
2660568,1,1653.59,32,7/30/2016,Wednesday,Broker,50029,N,1,yes,10.0,866.0,9567.0,8690.0
5973822,0,1087.89,21,7/3/2015,Saturday,Phone,20148,Y,0,yes,12.0,7547.0,9568.0,8691.0
6818892,0,5179.29,26,9/29/2015,Monday,Phone,15053,N,1,yes,12.0,7548.0,9569.0,8692.0
7399965,1,988.07,43,4/13/2016,Sunday,Broker,85073,N,1,yes,12.0,7549.0,9570.0,3140.0
9775500,0,2285.83,43,10/22/2016,Friday,Broker,20134,Y,1,no,10.0,7550.0,9571.0,425.0
5469091,1,443.48,26,6/20/2016,Sunday,Phone,50029,Y,1,yes,12.0,7551.0,9572.0,8693.0
6194753,1,1816.92,37,4/9/2015,Monday,Phone,85035,Y,0,no,10.0,7552.0,9573.0,8694.0
4547472,0,15071.02,39,4/17/2015,Sunday,Phone,15021,Y,1,yes,5.0,21.0,9574.0,8695.0
9291169,0,1525.37,41,11/28/2016,Saturday,Phone,15004,N,0,no,9.0,7553.0,9575.0,8696.0
7745027,0,1759.59,50,1/5/2015,Saturday,Broker,50002,N,1,yes,2.0,7554.0,9576.0,8697.0
2931560,1,289.02,38,12/24/2016,Friday,Phone,80002,N,1,yes,1.0,7555.0,9577.0,4776.0
9833428,0,1911.95,31,8/24/2015,Monday,Broker,20129,N,1,yes,5.0,7556.0,9578.0,8698.0
7553319,0,1208.76,42,10/10/2015,Monday,Phone,50021,Y,1,yes,5.0,178.0,9579.0,8699.0
8678696,0,2868.44,38,5/1/2015,Friday,Broker,15020,Y,1,no,9.0,7557.0,9580.0,8700.0
5853774,1,3562.88,19,11/11/2015,Thursday,Phone,20165,Y,1,yes,6.0,7558.0,9581.0,8701.0
8672489,1,1621.94,39,11/28/2016,Tuesday,Phone,20107,Y,0,yes,11.0,7559.0,9582.0,8702.0
2829383,0,4817.69,59,7/14/2016,Monday,Online,85037,Y,1,yes,9.0,7560.0,9583.0,8703.0
6197841,0,4263.07,22,12/15/2015,Monday,Phone,15012,N,0,yes,9.0,7561.0,9584.0,8704.0
3311483,1,887.54,25,3/28/2015,Sunday,Online,50020,Y,1,yes,5.0,7562.0,9585.0,8705.0
2501376,0,2870.25,32,8/28/2016,Saturday,Broker,20111,N,0,yes,3.0,7563.0,9586.0,3219.0
3119240,1,1473.65,28,10/17/2015,Wednesday,Phone,80014,Y,1,yes,10.0,183.0,9587.0,8706.0
8450630,0,4232.85,39,12/31/2016,Thursday,Broker,15001,N,0,yes,3.0,7564.0,9588.0,8707.0
8879004,0,6158.04,40,5/7/2015,Wednesday,Broker,80023,Y,0,yes,8.0,7565.0,9589.0,8708.0
4705470,0,5734.03,45,1/8/2016,Sunday,Phone,80016,N,1,yes,9.0,7566.0,9590.0,8709.0
9242804,0,15652.38,38,11/6/2016,Wednesday,Broker,15052,N,1,yes,8.0,36.0,9591.0,4164.0
3035796,0,1715.65,52,11/13/2016,Sunday,Phone,50008,N,1,yes,4.0,7567.0,9592.0,8710.0
