year_of_born,gender,age_of_DL,safety_rating,driver_key
1975,F,25,61,8755
1979,M,20,79,8756
1994,F,22,63,8757
1985,M,23,66,8758
1982,M,20,90,8759
1971,M,21,68,8760
1976,F,22,100,8761
1977,M,29,72,8762
1989,M,24,74,8763
1982,F,26,71,8764
1997,M,27,70,8765
1991,F,29,73,8766
1976,M,16,81,8767
1991,M,28,63,8768
1976,F,21,53,8769
1974,M,23,69,8770
1957,M,18,61,8771
1983,F,26,66,8772
1975,M,19,88,8773
1986,F,25,71,8774
1971,F,19,80,8775
1971,M,22,60,8776
1991,M,20,64,8777
1973,F,24,83,8778
2001,F,22,63,8779
1985,F,30,90,8780
1969,F,21,87,8781
1989,F,22,76,8782
1965,M,22,71,8783
1967,F,16,80,8784
1996,F,26,96,8785
1972,F,26,85,8786
1977,M,19,76,8787
1949,F,23,55,8788
1982,M,21,94,8789
2003,M,20,67,8790
1995,M,26,70,8791
1980,F,25,33,8792
1984,M,20,62,8793
1969,F,23,57,8794
1967,M,19,86,8795
1987,M,19,76,8796
1979,M,16,65,8797
1965,M,28,71,8798
1982,F,25,73,8799
1964,M,26,59,8800
1993,F,18,94,8801
1981,F,24,84,8802
1995,F,25,75,8803
1985,F,16,88,8804
1991,M,25,62,8805
1959,F,16,70,8806
1981,F,25,65,8807
1993,F,32,82,8808
1988,M,22,96,8809
1987,M,18,80,8810
1968,F,21,70,8811
1969,F,28,80,8812
1964,M,25,70,8813
1990,M,22,73,8814
2002,F,25,61,8815
1992,M,25,76,8816
1981,F,23,59,8817
2000,F,20,61,8818
1988,F,16,45,8819
1993,M,31,78,8820
1991,F,18,84,8821
1966,M,17,68,8822
1955,F,24,74,8823
1981,F,26,78,8824
1994,F,23,48,8825
1979,M,17,77,8826
1935,F,18,68,8827
1963,M,22,78,8828
1977,F,20,68,8829
1993,M,27,91,8830
1991,F,20,79,8831
1964,F,22,68,8832
1978,M,24,66,8833
1962,M,22,59,8834
1991,F,20,87,8835
1985,M,21,78,8836
1976,F,24,86,8837
1980,M,16,52,8838
1966,M,21,68,8839
1959,F,23,69,8840
1993,F,19,80,8841
2004,M,21,67,8842
1997,F,23,62,8843
1988,F,24,89,8844
1970,M,21,47,8845
1983,M,23,81,8846
1966,F,21,92,8847
1989,M,26,75,8848
1978,M,25,52,8849
1967,M,27,74,8850
1959,F,19,84,8851
1966,F,25,79,8852
1979,M,22,64,8853
1979,F,22,84,8854
1972,M,25,89,8855
1992,M,24,53,8856
1996,F,19,83,8857
1969,F,23,63,8858
1999,M,19,94,8859
1980,F,23,75,8860
1997,F,29,59,8861
1978,F,26,45,8862
1988,M,19,53,8863
1981,M,24,93,8864
1976,F,23,84,8865
1999,F,17,60,8866
1987,F,23,59,8867
1977,M,24,96,8868
1964,F,25,54,8869
1993,F,20,74,8870
1998,M,22,54,8871
1976,M,20,90,8872
1991,F,23,73,8873
1981,M,24,90,8874
1968,M,24,67,8875
1969,F,25,77,8876
1958,M,23,64,8877
1975,F,24,59,8878
2000,M,19,51,8879
1991,F,17,69,8880
1969,M,21,71,8881
1980,M,20,69,8882
1988,M,26,84,8883
1978,F,24,88,8884
1996,M,24,61,8885
1966,F,18,65,8886
1998,M,24,66,8887
1990,F,22,75,8888
1962,M,23,71,8889
1953,F,18,80,8890
1974,M,26,60,8891
1980,F,23,62,8892
1997,F,21,58,8893
1978,M,22,99,8894
1991,M,23,92,8895
1984,F,19,63,8896
1999,M,20,86,8897
1969,M,25,80,8898
1986,M,23,86,8899
1969,M,23,100,8900
1983,F,25,62,8901
1990,F,25,78,8902
1972,M,22,90,8903
1979,M,21,79,8904
1981,M,23,100,8905
1980,F,22,81,8906
1993,M,18,63,8907
1972,M,23,71,8908
1971,F,28,95,8909
1972,F,21,80,8910
1981,F,19,72,8911
1974,M,19,54,8912
1952,F,16,53,8913
1977,M,22,65,8914
1984,M,22,79,8915
1978,M,24,98,8916
1986,F,24,90,8917
1994,M,16,77,8918
1996,M,23,74,8919
1990,M,24,76,8920
2004,F,18,79,8921
1994,M,28,73,8922
1969,F,18,57,8923
1977,F,25,46,8924
1975,F,22,97,8925
2004,M,21,76,8926
1971,F,25,61,8927
1998,F,23,88,8928
1981,F,17,83,8929
1954,F,20,41,8930
1997,M,22,43,8931
1982,M,18,63,8932
1997,F,25,68,8933
1987,F,28,70,8934
1951,F,21,58,8935
1992,F,19,75,8936
1974,M,26,44,8937
1980,F,16,61,8938
1991,M,21,56,8939
1986,M,25,66,8940
1992,F,21,85,8941
1982,F,26,93,8942
2001,M,20,69,8943
1990,M,23,95,8944
1987,F,24,70,8945
1987,F,23,60,8946
1980,F,20,60,8947
1998,M,18,52,8948
1962,F,20,70,8949
1998,F,23,87,8950
1957,F,20,50,8951
1999,M,24,70,8952
1973,M,20,75,8953
1991,M,21,65,8954
1972,F,19,48,8955
1960,F,20,49,8956
1959,F,19,54,8957
1977,M,17,77,8958
1986,M,17,79,8959
1992,M,16,78,8960
1967,M,16,81,8961
1964,F,25,63,8962
1978,F,21,89,8963
1978,M,28,70,8964
1998,M,20,83,8965
1985,F,24,84,8966
1996,M,16,55,8967
1960,F,22,71,8968
1966,F,25,92,8969
1998,F,23,70,8970
1991,F,25,70,8971
1975,M,19,72,8972
1991,F,30,79,8973
1976,F,24,77,8974
1951,F,19,83,8975
1977,F,25,41,8976
2000,M,21,55,8977
1984,F,26,48,8978
1992,M,31,51,8979
1999,M,27,81,8980
1986,F,18,61,8981
2000,M,19,95,8982
1999,F,20,91,8983
1998,F,23,93,8984
1988,F,17,78,8985
1983,M,21,69,8986
1964,F,25,100,8987
1992,M,17,79,8988
1993,F,18,82,8989
1961,M,24,48,8990
1990,F,29,68,8991
1970,F,18,63,8992
1987,M,32,78,8993
1971,M,26,85,8994
1980,F,20,88,8995
1979,M,24,65,8996
1967,M,21,94,8997
1992,M,19,78,8998
1977,M,16,92,8999
1978,M,22,93,9000
1992,M,21,87,9001
1983,M,27,58,9002
1977,M,20,69,9003
1997,F,27,74,9004
1980,M,22,96,9005
1959,M,29,76,9006
1988,F,27,69,9007
1958,F,22,75,9008
1980,M,23,77,9009
1995,M,23,81,9010
1979,M,23,59,9011
2001,M,22,63,9012
1991,M,16,78,9013
1978,M,24,67,9014
1995,F,20,89,9015
2001,M,26,91,9016
1990,M,22,83,9017
1962,F,26,52,9018
1977,M,20,81,9019
1995,M,22,81,9020
1998,M,21,76,9021
1976,F,21,72,9022
2000,F,23,61,9023
1994,F,22,100,9024
2003,M,27,97,9025
2005,F,21,69,9026
1980,F,21,70,9027
1978,F,21,72,9028
1980,M,23,79,9029
1984,M,25,100,9030
1968,M,19,70,9031
1993,F,17,77,9032
1974,M,26,71,9033
1982,F,19,77,9034
1970,F,24,70,9035
1977,M,20,82,9036
1992,M,29,69,9037
1975,M,21,78,9038
1969,M,19,61,9039
1982,F,28,84,9040
1961,F,24,94,9041
1996,M,16,64,9042
1974,F,21,76,9043
1974,F,24,54,9044
1988,F,27,100,9045
1973,F,19,52,9046
1958,M,24,58,9047
1998,F,28,65,9048
1964,M,20,95,9049
1966,M,20,100,9050
1977,F,22,60,9051
1983,F,20,81,9052
1985,M,19,97,9053
1990,M,25,85,9054
1964,M,16,80,9055
1971,M,18,92,9056
1977,F,19,63,9057
1985,M,16,52,9058
1995,F,16,77,9059
1983,F,26,100,9060
1973,M,17,52,9061
1994,F,21,70,9062
1978,M,26,86,9063
1966,M,20,65,9064
1995,F,25,70,9065
1990,M,23,88,9066
1974,M,22,79,9067
2005,F,22,34,9068
1978,F,18,64,9069
1984,M,24,57,9070
1989,M,23,60,9071
1991,M,24,83,9072
1975,M,26,62,9073
1986,M,18,86,9074
1997,M,23,90,9075
1986,F,22,92,9076
1984,F,23,76,9077
1994,F,18,86,9078
1970,M,25,79,9079
1973,F,23,84,9080
1980,F,24,70,9081
1971,M,23,85,9082
1989,M,18,82,9083
1991,F,18,93,9084
1946,M,16,55,9085
1967,F,19,46,9086
1988,F,20,63,9087
1977,M,25,77,9088
1955,M,25,69,9089
1984,M,21,85,9090
2000,M,21,83,9091
1995,M,24,64,9092
1956,F,29,83,9093
1998,M,28,77,9094
1981,M,23,92,9095
1986,M,27,66,9096
1977,M,20,98,9097
1998,F,19,69,9098
1981,F,22,69,9099
1971,F,26,69,9100
2003,M,23,90,9101
1963,F,24,93,9102
1976,F,23,71,9103
2002,M,28,78,9104
1983,M,17,58,9105
1964,F,19,98,9106
1966,M,23,60,9107
1990,M,25,99,9108
1976,M,18,82,9109
1973,M,22,83,9110
1966,M,20,92,9111
1960,F,25,67,9112
1990,M,24,88,9113
1996,M,19,55,9114
1984,M,16,75,9115
1954,F,17,63,9116
1991,F,26,61,9117
1982,F,20,65,9118
1974,M,20,60,9119
1982,M,18,93,9120
1962,M,16,57,9121
1949,F,22,65,9122
1999,M,25,73,9123
1984,M,21,80,9124
1991,M,19,92,9125
1992,F,23,100,9126
1994,F,22,78,9127
1988,M,28,62,9128
1958,M,23,90,9129
1983,M,25,68,9130
1971,M,22,64,9131
1988,M,22,91,9132
1961,M,19,74,9133
1983,M,24,77,9134
1967,M,27,81,9135
1986,F,21,72,9136
1991,F,17,68,9137
1966,M,20,80,9138
1994,M,22,76,9139
1992,F,19,100,9140
1981,M,22,81,9141
1989,M,22,60,9142
2007,F,22,72,9143
1989,M,24,64,9144
1999,F,20,93,9145
1984,M,24,73,9146
1999,M,22,53,9147
1973,M,25,100,9148
1999,M,25,63,9149
1984,F,23,73,9150
1966,F,20,65,9151
1978,F,20,80,9152
1968,M,21,81,9153
1973,F,25,81,9154
1968,M,25,87,9155
1985,M,25,72,9156
1966,F,22,90,9157
1989,M,16,65,9158
1986,M,28,79,9159
1980,M,31,55,9160
1969,M,23,61,9161
1977,M,22,66,9162
1985,F,30,87,9163
1996,M,24,72,9164
1995,M,29,62,9165
1999,M,30,83,9166
1967,M,26,40,9167
1986,F,17,85,9168
1967,F,22,71,9169
1974,M,21,83,9170
1996,M,20,68,9171
1999,F,21,68,9172
1991,F,22,79,9173
1974,M,24,72,9174
1980,F,24,89,9175
1995,F,18,84,9176
1982,F,26,67,9177
2002,F,18,43,9178
1975,M,28,86,9179
1983,M,24,99,9180
1995,F,21,76,9181
1984,M,25,70,9182
1971,F,23,98,9183
1999,M,26,83,9184
1972,M,22,28,9185
1975,M,20,83,9186
1999,M,17,88,9187
1972,F,23,86,9188
1956,M,21,60,9189
1983,M,30,75,9190
1963,F,21,66,9191
1991,M,18,84,9192
1980,M,29,89,9193
1998,M,16,40,9194
1972,F,21,67,9195
2001,F,20,96,9196
1982,M,17,90,9197
2002,M,18,95,9198
1981,F,24,53,9199
1989,M,20,75,9200
1994,F,22,64,9201
1976,M,26,100,9202
2000,M,25,82,9203
1968,M,28,75,9204
1991,F,20,77,9205
1971,M,16,74,9206
1987,M,23,50,9207
1985,F,16,70,9208
1972,F,24,97,9209
1988,F,17,91,9210
1993,M,23,64,9211
1992,F,25,60,9212
1996,M,19,83,9213
1976,M,25,74,9214
1997,M,17,53,9215
1974,F,16,69,9216
1964,M,23,63,9217
1983,F,22,95,9218
1981,F,31,75,9219
1990,M,25,75,9220
1984,M,18,81,9221
2003,F,19,97,9222
2003,F,22,72,9223
1996,F,21,67,9224
1999,F,28,78,9225
1980,M,16,42,9226
1996,F,22,61,9227
1997,F,17,58,9228
1991,F,25,97,9229
1986,M,23,64,9230
1980,F,21,62,9231
1963,M,21,69,9232
1997,M,24,50,9233
1995,F,21,72,9234
1991,M,17,66,9235
1988,M,26,66,9236
1971,F,26,81,9237
1998,M,17,60,9238
1974,M,24,63,9239
1996,M,19,71,9240
1966,F,23,38,9241
1981,M,25,49,9242
1977,M,28,73,9243
1989,F,23,100,9244
1968,M,26,61,9245
1990,M,24,89,9246
1973,M,25,97,9247
1983,M,18,77,9248
1977,M,24,54,9249
1987,F,17,98,9250
1972,F,22,59,9251
1982,F,16,100,9252
1985,M,16,80,9253
1973,F,22,95,9254
1978,F,21,84,9255
1978,M,22,82,9256
1947,F,23,70,9257
1988,F,16,87,9258
1977,M,22,59,9259
1971,M,23,52,9260
1976,M,16,91,9261
1985,M,26,87,9262
1973,M,20,80,9263
1975,F,22,93,9264
1977,M,26,92,9265
1977,M,18,34,9266
1989,M,19,88,9267
1972,M,23,77,9268
1986,F,28,78,9269
1987,M,26,80,9270
1954,F,26,79,9271
1976,F,21,63,9272
1970,M,21,69,9273
1980,F,22,74,9274
1993,M,22,63,9275
1988,F,26,100,9276
1987,F,20,79,9277
1982,F,23,90,9278
1972,M,20,88,9279
1941,M,19,86,9280
1987,F,19,64,9281
1960,M,16,42,9282
1966,F,22,50,9283
1958,M,27,75,9284
1992,F,23,82,9285
1994,F,26,78,9286
1985,M,25,84,9287
1985,M,27,99,9288
1983,F,21,42,9289
1959,M,27,80,9290
1981,F,23,100,9291
1964,F,24,92,9292
1970,M,27,93,9293
1988,M,22,60,9294
1969,M,22,90,9295
1990,F,23,66,9296
1953,F,17,62,9297
1972,M,19,62,9298
1968,M,21,67,9299
1962,M,16,100,9300
2003,M,22,95,9301
1990,F,21,82,9302
1994,M,27,74,9303
1985,M,22,66,9304
1980,M,23,91,9305
1994,F,24,69,9306
1969,M,20,60,9307
1983,F,19,60,9308
1973,M,31,74,9309
1989,F,20,69,9310
1996,M,26,78,9311
1984,F,24,86,9312
1999,M,27,83,9313
1984,F,23,84,9314
1961,F,24,100,9315
1956,M,24,51,9316
1977,F,24,72,9317
1983,F,24,89,9318
2000,M,23,64,9319
1995,M,29,100,9320
1991,F,16,56,9321
1964,M,23,91,9322
1978,F,25,74,9323
1988,F,25,66,9324
1978,M,20,86,9325
1985,F,24,75,9326
1974,F,26,63,9327
1989,M,24,45,9328
1981,F,18,63,9329
1980,M,23,99,9330
1977,F,22,65,9331
1969,F,17,75,9332
1955,F,24,100,9333
1999,F,22,78,9334
1981,F,26,74,9335
1986,F,19,68,9336
1981,F,19,80,9337
1963,F,16,87,9338
1992,F,19,67,9339
1996,F,20,89,9340
1983,M,21,79,9341
1970,F,21,58,9342
1974,M,17,55,9343
1968,M,26,100,9344
1994,M,22,93,9345
1982,M,26,74,9346
1978,F,23,50,9347
1959,M,19,88,9348
2000,M,29,70,9349
1983,M,16,63,9350
1959,F,22,78,9351
1994,M,25,77,9352
1973,F,22,100,9353
1984,F,19,99,9354
1978,M,19,68,9355
1964,F,21,99,9356
1992,F,22,52,9357
1995,M,26,93,9358
1975,M,26,71,9359
1981,F,17,73,9360
1982,F,25,65,9361
1962,M,20,95,9362
1969,F,20,84,9363
1976,F,23,44,9364
1972,M,23,62,9365
1976,F,23,88,9366
1997,M,20,59,9367
1991,F,21,39,9368
1997,M,21,93,9369
1999,M,32,52,9370
1967,F,25,70,9371
1984,F,24,72,9372
1974,M,25,53,9373
1979,F,21,69,9374
2005,M,28,86,9375
1986,M,19,95,9376
1971,F,19,67,9377
1982,M,21,69,9378
2000,M,30,75,9379
1987,M,26,66,9380
1966,F,17,100,9381
1986,M,16,76,9382
1982,F,19,86,9383
1976,M,17,87,9384
1966,M,21,77,9385
1988,M,19,69,9386
1993,F,20,89,9387
1978,F,21,85,9388
1952,F,24,56,9389
1979,M,20,72,9390
1958,F,21,55,9391
1997,M,20,47,9392
1974,F,20,65,9393
1976,M,16,61,9394
1982,M,17,66,9395
1983,F,16,60,9396
1974,F,26,88,9397
1983,F,28,76,9398
1974,F,22,73,9399
1979,F,21,75,9400
1977,M,18,83,9401
1990,F,21,81,9402
1991,M,18,71,9403
1975,F,18,85,9404
1991,F,16,68,9405
1961,F,28,89,9406
1968,M,23,81,9407
1972,F,17,89,9408
1976,F,28,73,9409
1995,F,18,71,9410
1966,F,21,90,9411
1982,M,26,73,9412
1981,M,21,72,9413
1980,M,22,84,9414
1986,F,23,79,9415
1983,M,18,88,9416
1969,M,18,100,9417
1965,F,23,45,9418
1991,M,27,79,9419
1969,F,22,98,9420
1982,M,20,87,9421
1952,M,22,59,9422
1969,M,21,59,9423
1998,F,23,71,9424
1998,F,26,64,9425
1961,M,23,92,9426
1996,F,16,63,9427
1982,M,16,88,9428
1970,M,22,74,9429
1973,M,27,78,9430
1983,M,22,87,9431
1993,F,22,60,9432
1957,M,17,50,9433
1990,F,21,48,9434
1984,F,21,57,9435
1984,M,24,49,9436
1970,F,33,78,9437
1955,M,24,54,9438
1992,F,20,92,9439
2001,M,20,62,9440
1963,M,22,82,9441
1981,F,21,100,9442
1968,F,27,84,9443
1991,M,22,91,9444
1976,F,20,81,9445
1983,F,29,75,9446
1962,F,23,85,9447
1967,M,26,66,9448
1984,F,20,68,9449
1978,F,23,81,9450
1963,M,19,58,9451
1994,M,24,67,9452
1984,M,22,51,9453
1974,M,16,89,9454
1987,M,20,57,9455
1981,M,28,79,9456
1991,M,21,75,9457
1978,F,25,68,9458
1987,F,16,73,9459
1970,M,26,78,9460
1978,M,23,73,9461
2003,M,23,54,9462
1976,M,24,93,9463
1992,F,22,59,9464
1967,F,23,63,9465
1984,M,23,80,9466
1979,F,17,100,9467
1978,F,24,97,9468
1964,F,25,58,9469
1957,F,23,100,9470
1986,M,16,86,9471
1991,F,17,63,9472
1989,F,16,93,9473
1977,M,29,82,9474
1979,M,21,65,9475
1993,F,21,71,9476
1992,F,25,66,9477
1991,M,16,91,9478
1986,F,26,72,9479
1981,M,20,91,9480
1975,F,25,66,9481
2000,M,18,38,9482
1985,M,20,57,9483
1961,F,20,78,9484
1982,M,24,64,9485
1989,F,21,91,9486
1967,F,26,77,9487
1977,F,21,88,9488
1963,F,21,53,9489
2004,M,27,59,9490
1959,M,19,80,9491
1968,F,17,44,9492
1996,M,27,75,9493
1979,M,27,81,9494
1978,F,17,73,9495
1986,M,24,76,9496
1951,M,24,73,9497
1982,F,26,83,9498
1978,M,25,53,9499
1998,M,17,74,9500
1988,M,26,80,9501
1995,F,22,69,9502
1988,M,17,86,9503
1980,M,18,68,9504
1997,F,20,77,9505
1961,M,19,65,9506
1962,F,20,53,9507
1989,F,20,80,9508
1982,F,27,50,9509
1975,F,25,46,9510
1951,F,19,95,9511
1965,M,21,89,9512
1974,F,29,71,9513
1977,M,25,70,9514
1993,M,26,60,9515
1990,F,23,89,9516
1986,F,21,59,9517
1978,F,23,87,9518
1980,M,22,73,9519
2000,M,21,42,9520
1966,F,30,100,9521
1998,M,25,71,9522
1938,M,18,69,9523
1990,M,18,47,9524
1965,M,25,100,9525
1958,F,25,98,9526
1977,F,23,85,9527
1975,M,28,99,9528
1963,F,21,84,9529
1982,F,26,47,9530
1978,F,26,89,9531
1991,F,21,63,9532
1979,M,26,29,9533
1972,M,17,76,9534
1985,F,16,92,9535
1976,F,18,78,9536
1989,F,27,70,9537
1985,F,26,47,9538
1957,F,19,78,9539
1990,F,19,59,9540
1986,F,22,99,9541
1976,M,23,73,9542
2007,F,17,77,9543
1991,M,19,70,9544
1951,M,24,100,9545
1979,F,27,66,9546
1981,F,18,71,9547
1963,F,22,89,9548
1999,M,26,60,9549
2000,M,24,73,9550
1988,M,25,51,9551
1977,M,29,81,9552
2006,M,21,73,9553
1978,F,19,74,9554
1977,M,23,87,9555
1965,M,21,70,9556
1981,M,25,93,9557
1985,M,16,91,9558
1965,F,26,67,9559
1983,M,21,77,9560
1988,F,28,96,9561
1995,M,25,59,9562
1979,M,23,97,9563
1992,M,19,99,9564
1998,F,19,81,9565
1975,M,22,58,9566
1991,M,24,82,9567
1993,M,18,51,9568
1991,F,25,72,9569
1978,M,28,88,9570
1977,F,24,99,9571
1987,M,20,62,9572
1964,F,20,94,9573
1978,F,25,71,9574
1976,F,25,79,9575
1970,F,25,71,9576
1993,M,21,90,9577
1965,M,25,57,9578
1969,M,16,78,9579
1993,M,26,89,9580
1955,F,23,60,9581
1996,M,25,68,9582
2003,M,21,67,9583
1982,M,27,93,9584
1976,F,23,95,9585
1969,M,19,97,9586
1978,F,17,93,9587
1994,M,16,45,9588
1994,M,21,79,9589
1989,F,20,68,9590
1991,M,22,96,9591
1983,M,23,64,9592
1979,F,16,55,9593
1980,M,22,44,9594
1994,M,23,64,9595
1994,M,19,91,9596
1976,F,19,99,9597
2003,F,30,53,9598
1988,F,21,80,9599
1982,M,26,87,9600
2003,F,22,90,9601
1988,M,19,98,9602
1994,F,26,96,9603
1991,M,22,72,9604
1972,F,27,74,9605
1989,M,24,55,9606
1981,M,24,62,9607
1979,F,22,60,9608
1983,M,18,74,9609
1990,F,19,61,9610
1964,F,25,86,9611
1995,M,21,42,9612
1985,M,26,65,9613
1976,F,23,66,9614
1993,M,22,80,9615
1997,F,23,67,9616
1963,M,21,33,9617
1969,M,21,76,9618
1979,F,21,48,9619
1993,M,18,64,9620
1983,F,26,81,9621
1975,F,19,62,9622
1959,F,22,96,9623
1981,M,27,58,9624
1994,F,21,91,9625
1978,M,19,81,9626
1972,M,22,86,9627
1956,M,18,51,9628
1990,F,28,75,9629
1979,M,19,67,9630
1959,F,21,59,9631
1975,F,24,61,9632
2003,F,16,81,9633
1980,F,21,78,9634
1996,M,26,100,9635
1971,M,28,80,9636
1968,M,16,77,9637
2007,M,23,83,9638
1981,M,21,66,9639
1977,F,24,97,9640
2003,F,24,41,9641
1981,M,16,100,9642
1984,M,25,72,9643
1972,F,17,90,9644
1988,F,21,100,9645
1984,F,27,92,9646
1975,M,26,70,9647
1995,M,21,85,9648
1942,M,27,66,9649
1982,M,20,50,9650
1967,F,21,80,9651
1996,F,26,81,9652
1984,F,16,60,9653
1974,F,23,42,9654
1974,M,23,81,9655
1970,M,24,80,9656
1999,M,17,75,9657
1981,F,21,77,9658
1971,F,20,69,9659
1998,M,26,84,9660
1986,F,17,97,9661
1992,M,21,55,9662
1990,M,23,94,9663
1991,F,27,94,9664
1971,M,24,61,9665
1959,F,26,40,9666
1983,M,22,65,9667
1984,F,16,81,9668
1975,F,24,78,9669
1945,M,20,78,9670
1959,M,20,77,9671
1982,M,16,72,9672
2002,F,26,100,9673
1980,F,25,80,9674
1977,M,24,47,9675
1975,M,22,91,9676
1981,F,26,59,9677
1975,F,19,96,9678
1973,M,23,65,9679
1969,F,22,50,9680
1982,M,19,58,9681
1963,F,20,100,9682
1993,M,25,98,9683
1978,F,22,69,9684
1983,F,17,100,9685
1973,M,20,69,9686
1983,F,27,42,9687
1973,F,25,51,9688
1997,F,26,89,9689
1998,F,20,84,9690
1989,F,19,78,9691
1980,M,20,70,9692
1994,F,24,100,9693
1975,F,22,80,9694
1948,F,22,89,9695
1978,M,25,82,9696
1992,M,18,74,9697
1977,M,21,77,9698
1991,F,16,47,9699
1970,F,24,78,9700
1970,M,17,79,9701
1981,M,19,58,9702
1967,F,22,69,9703
1977,M,23,75,9704
1993,M,21,63,9705
1994,F,21,66,9706
1997,F,21,82,9707
1988,F,22,54,9708
1977,F,16,74,9709
1962,F,22,68,9710
1959,M,20,64,9711
1985,F,16,93,9712
1958,F,32,76,9713
1989,M,16,62,9714
2001,M,23,69,9715
1987,M,19,81,9716
1973,F,21,43,9717
1985,F,24,44,9718
1989,M,18,62,9719
1954,F,20,76,9720
1976,M,24,38,9721
1978,M,32,68,9722
1996,F,20,78,9723
1981,F,22,90,9724
1969,F,17,77,9725
1991,F,26,75,9726
1994,M,22,91,9727
1982,F,24,84,9728
1969,F,21,63,9729
1995,M,24,93,9730
1993,F,22,90,9731
2004,F,21,20,9732
1978,M,24,76,9733
1959,M,18,77,9734
1984,F,26,58,9735
1991,F,24,76,9736
1971,F,23,64,9737
1980,M,16,76,9738
1993,F,22,64,9739
1983,M,19,78,9740
1990,M,17,66,9741
1971,M,19,85,9742
1956,F,21,87,9743
1977,M,24,78,9744
1980,F,19,74,9745
1964,F,20,100,9746
1999,M,25,84,9747
1998,F,24,73,9748
1969,M,23,77,9749
1972,F,17,84,9750
1982,F,20,68,9751
1989,M,25,46,9752
1976,F,17,70,9753
1982,M,24,78,9754
1972,M,22,57,9755
1972,F,24,59,9756
1967,F,22,92,9757
1974,M,30,82,9758
1984,M,21,67,9759
1984,M,16,100,9760
1983,F,28,64,9761
1980,M,21,57,9762
1993,M,23,62,9763
1971,F,23,69,9764
1973,F,22,99,9765
1988,M,20,58,9766
1982,F,16,76,9767
1971,M,24,66,9768
1977,M,17,75,9769
1987,F,22,100,9770
1985,M,28,62,9771
2000,F,23,82,9772
1955,F,27,71,9773
1978,M,29,69,9774
1972,F,22,52,9775
1982,F,23,74,9776
1989,F,22,74,9777
1987,F,16,46,9778
1980,M,27,77,9779
1989,M,16,93,9780
1976,M,24,58,9781
1970,M,23,99,9782
1979,M,23,45,9783
1958,M,22,90,9784
1987,M,28,58,9785
1989,F,30,100,9786
1974,M,23,92,9787
1982,M,26,70,9788
1999,F,25,74,9789
1984,F,25,98,9790
1973,M,20,56,9791
1978,M,17,47,9792
1980,M,19,97,9793
1997,M,25,79,9794
1976,M,19,57,9795
1996,F,22,70,9796
1964,M,21,66,9797
1978,M,19,94,9798
1992,F,27,89,9799
1993,F,16,53,9800
1978,M,24,96,9801
1984,F,26,70,9802
1978,F,27,100,9803
1995,M,24,76,9804
1955,M,18,80,9805
1998,M,24,85,9806
1977,M,23,60,9807
1959,M,23,73,9808
1974,M,26,68,9809
2002,M,20,75,9810
1989,M,20,62,9811
1996,M,22,47,9812
1988,M,31,71,9813
1992,F,19,69,9814
1967,F,31,85,9815
1978,F,27,68,9816
1988,M,16,47,9817
1951,F,22,98,9818
1970,M,29,61,9819
1980,M,25,85,9820
2000,M,22,100,9821
1993,M,29,55,9822
1982,F,25,97,9823
1975,M,24,70,9824
1988,F,17,85,9825
1985,F,18,54,9826
1990,M,28,83,9827
1978,F,17,66,9828
1982,F,16,62,9829
1966,M,24,75,9830
1967,M,23,77,9831
1970,F,18,66,9832
1970,M,22,76,9833
1976,F,21,95,9834
1948,M,24,74,9835
1978,M,21,74,9836
1976,M,22,83,9837
1993,F,22,81,9838
1975,M,24,83,9839
1977,F,16,53,9840
1977,F,26,90,9841
1986,M,18,85,9842
1978,M,21,77,9843
1993,F,25,64,9844
1957,M,21,96,9845
1981,F,19,98,9846
1967,M,19,73,9847
1982,F,23,78,9848
1976,M,27,65,9849
1976,M,23,69,9850
1988,F,20,100,9851
1996,F,16,82,9852
1998,F,22,64,9853
1954,F,19,84,9854
1988,M,23,72,9855
1998,F,19,58,9856
1991,M,26,94,9857
1984,M,20,50,9858
1959,F,22,60,9859
1966,F,22,47,9860
1976,M,20,62,9861
1993,F,28,66,9862
1989,M,26,65,9863
1995,F,28,91,9864
1960,F,20,68,9865
1985,M,21,75,9866
1973,M,17,75,9867
1969,M,24,54,9868
1966,M,17,72,9869
1983,M,20,63,9870
1993,M,23,81,9871
1987,M,28,44,9872
1996,M,17,81,9873
1962,M,26,62,9874
1982,F,26,80,9875
1971,M,18,56,9876
1978,M,25,71,9877
1966,F,21,88,9878
1979,F,17,74,9879
2006,M,17,75,9880
1972,M,21,99,9881
1995,M,18,71,9882
1986,F,23,69,9883
1984,M,20,76,9884
1987,F,21,95,9885
1960,M,18,93,9886
1965,M,19,73,9887
1989,M,24,63,9888
1995,F,17,75,9889
1996,M,16,60,9890
1980,F,20,65,9891
1966,M,26,68,9892
1979,F,21,93,9893
1976,F,25,91,9894
1966,M,22,70,9895
1992,F,22,98,9896
1991,M,22,99,9897
1973,F,18,96,9898
1978,M,27,90,9899
1981,F,25,80,9900
1994,M,16,73,9901
1967,F,23,67,9902
1987,M,20,100,9903
1977,M,24,75,9904
1981,F,20,76,9905
1991,M,24,96,9906
2000,F,24,62,9907
1972,F,21,65,9908
1983,F,20,62,9909
1968,F,22,64,9910
1980,F,18,63,9911
2007,M,19,66,9912
1995,F,22,72,9913
1981,M,25,73,9914
1991,F,20,49,9915
1975,M,21,89,9916
1963,F,20,95,9917
1970,M,27,95,9918
