year_of_born,gender,age_of_DL,safety_rating,driver_key,claim_number,subrogation,claim_est_payout,liab_prct,claim_date,claim_day_of_week,channel,zip_code,witness_present_ind,policy_report_filed_ind,in_network_bodyshop,accident_key,policyholder_key,vehicle_key
1979,F,24,74,6272,4715035,0,1327.46,55,7/29/2015,Thursday,Broker,20101,N,1,yes,4.0,66.0,6694.0
1993,M,26,75,6273,3970895,0,1245.88,32,5/4/2016,Friday,Broker,85025,N,1,no,4.0,5370.0,6695.0
1974,M,21,86,6274,6094043,0,4236.44,55,1/24/2016,Friday,Broker,20155,Y,1,yes,5.0,5371.0,6696.0
1992,F,20,73,2826,9406099,0,19651.04,44,7/11/2016,Thursday,Broker,20103,Y,0,yes,1.0,5372.0,6697.0
1979,F,27,56,6275,8787169,0,7204.1,51,5/23/2015,Wednesday,Broker,80024,Y,1,no,4.0,36.0,6698.0
1966,F,24,56,6276,8393489,0,3269.72,29,5/13/2015,Wednesday,Broker,15038,N,0,yes,7.0,36.0,6699.0
1991,M,25,70,6277,4678251,0,449.98,27,11/6/2015,Friday,Broker,20138,N,0,yes,8.0,5373.0,6700.0
1969,M,20,70,6278,7020955,0,1216.15,35,6/8/2016,Tuesday,Broker,15001,Y,0,yes,9.0,2920.0,6701.0
1952,M,16,78,6279,3768978,0,3488.97,27,11/2/2015,Tuesday,Phone,15012,N,1,yes,4.0,5374.0,6702.0
1987,M,26,85,1067,5060619,0,646.15,37,7/13/2015,Wednesday,Broker,15018,N,0,yes,1.0,5375.0,6703.0
1965,M,18,84,6280,5657609,0,21284.38,47,3/25/2016,Sunday,Phone,50022,Y,1,yes,10.0,5376.0,6704.0
1981,F,25,92,6281,3804485,0,3581.91,33,4/5/2016,Monday,Online,85066,Y,1,no,5.0,1954.0,6705.0
1996,M,22,67,6282,3662532,0,8616.65,42,9/18/2016,Friday,Broker,80106,N,0,no,9.0,5377.0,6706.0
1986,M,19,67,1268,6496950,0,3428.42,54,3/20/2015,Thursday,Phone,50047,N,0,no,4.0,5378.0,6707.0
1996,M,23,99,6283,1396708,0,1074.97,33,9/17/2015,Thursday,Broker,80002,N,1,yes,10.0,5379.0,6708.0
1984,M,27,61,6284,2429650,1,1794.16,37,11/12/2015,Sunday,Phone,80019,N,1,yes,1.0,5380.0,6709.0
1964,F,24,80,6285,5274575,1,1041.51,33,3/12/2016,Monday,Broker,15021,Y,0,yes,10.0,5381.0,6710.0
1990,M,21,64,2672,2676865,0,1383.57,50,2/12/2015,Saturday,Broker,80021,Y,1,yes,2.0,5382.0,6711.0
1975,M,24,62,6286,6073191,0,13305.56,41,7/4/2015,Tuesday,Broker,80011,N,1,yes,5.0,5383.0,6712.0
1987,F,23,64,6287,9303530,1,424.04,17,7/13/2016,Wednesday,Broker,80109,Y,0,no,7.0,5384.0,6713.0
1994,M,30,73,6288,9931027,0,1086.44,43,12/12/2015,Sunday,Phone,80002,Y,0,yes,12.0,5385.0,6714.0
1980,M,23,80,6289,9963896,1,411.04,31,9/26/2016,Tuesday,Phone,15055,Y,0,yes,3.0,5386.0,6715.0
1979,M,25,79,4039,7736383,0,1890.01,53,6/22/2015,Thursday,Broker,20139,N,0,no,12.0,5387.0,6716.0
1987,M,23,67,6290,5092107,0,4616.75,32,1/4/2016,Thursday,Online,20142,Y,0,no,1.0,5388.0,6717.0
1999,M,21,81,6291,4178607,0,10892.56,44,8/26/2015,Wednesday,Phone,85041,Y,1,yes,10.0,397.0,6718.0
1983,F,20,59,6292,7164801,0,2391.34,42,12/20/2016,Monday,Broker,15044,N,1,no,6.0,5389.0,6719.0
1972,M,16,34,6293,6977570,0,1310.34,39,8/20/2015,Wednesday,Broker,85078,N,1,yes,6.0,5390.0,6720.0
1996,M,17,89,6294,1225567,0,1790.9,39,11/29/2016,Saturday,Phone,50007,N,1,yes,6.0,178.0,6721.0
1975,F,16,89,6295,6489052,1,3921.79,29,5/14/2015,Tuesday,Phone,80044,N,1,yes,2.0,5391.0,6722.0
1974,F,18,68,6296,1315940,0,1475.11,51,6/18/2015,Monday,Phone,50002,N,0,yes,2.0,4680.0,6723.0
1966,F,23,100,6297,4787995,0,1744.65,27,1/16/2016,Wednesday,Broker,50023,Y,0,yes,12.0,5392.0,6724.0
1978,F,24,100,630,6543022,0,552.08,36,3/3/2015,Friday,Online,15022,Y,1,no,4.0,5393.0,6725.0
1996,F,27,55,6298,9472214,0,824.38,31,3/23/2015,Monday,Broker,15012,Y,1,yes,1.0,5394.0,6726.0
1972,F,19,98,6299,4009014,1,14770.12,40,2/23/2015,Friday,Broker,80022,N,1,yes,6.0,5395.0,6727.0
1997,M,24,64,6300,3841616,0,21504.28,40,1/24/2015,Thursday,Broker,85002,N,1,yes,2.0,5396.0,6728.0
1976,M,22,79,1583,2938237,1,4789.81,36,9/19/2015,Friday,Broker,85004,N,0,yes,7.0,5397.0,6729.0
1993,F,22,76,6301,7308379,0,200.29,54,5/21/2016,Monday,Online,20101,N,0,no,8.0,5398.0,6730.0
1998,M,29,89,6302,6939993,0,466.52,44,7/18/2016,Thursday,Phone,85071,N,0,yes,10.0,5399.0,6731.0
1980,M,17,56,6303,9092273,0,551.52,53,7/19/2015,Friday,Phone,85005,Y,1,yes,3.0,36.0,6732.0
1968,M,18,96,6304,2355730,0,5591.03,72,11/26/2015,Monday,Online,80105,Y,1,yes,9.0,5400.0,6733.0
1994,M,23,71,5041,2525123,0,1744.26,41,6/15/2015,Tuesday,Broker,15057,N,1,no,4.0,5401.0,6734.0
1974,F,21,74,289,3531990,0,818.17,40,4/10/2016,Thursday,Phone,85042,N,1,yes,2.0,5402.0,6735.0
1981,M,20,70,6305,2957523,0,2243.28,41,12/15/2015,Monday,Broker,20107,N,1,no,10.0,397.0,6736.0
1964,F,20,67,6306,5294690,0,1841.79,27,4/2/2015,Thursday,Online,85002,Y,1,yes,1.0,5403.0,6737.0
1962,M,25,70,6307,5322051,0,6760.61,41,12/1/2015,Tuesday,Online,50009,N,0,no,10.0,5404.0,6738.0
1958,F,17,87,6308,6241803,0,599.44,37,10/10/2015,Friday,Phone,50036,Y,1,yes,1.0,5405.0,6739.0
1984,M,25,71,6309,7410043,0,20567.62,41,6/10/2016,Sunday,Phone,15021,Y,0,yes,6.0,1156.0,6740.0
1960,M,16,88,6310,8770415,0,4631.27,47,10/10/2016,Sunday,Online,80015,N,0,yes,7.0,5406.0,6741.0
1959,F,23,100,6311,2655394,0,3934.13,15,7/30/2016,Monday,Broker,50047,N,1,no,11.0,5407.0,6742.0
1977,F,21,63,6312,1341348,1,1711.91,34,9/5/2015,Tuesday,Online,50055,Y,1,no,8.0,5408.0,6743.0
2000,F,22,83,6313,9285961,0,636.02,39,3/17/2015,Saturday,Phone,20116,N,0,yes,1.0,91.0,6744.0
1966,F,23,100,6297,8555469,1,1270.67,29,10/4/2015,Thursday,Broker,85054,Y,1,yes,8.0,5409.0,6745.0
1953,F,24,89,6314,6703485,1,3338.29,46,10/7/2016,Sunday,Phone,80108,Y,0,yes,7.0,5410.0,6746.0
1950,M,20,89,6315,5451959,0,5787.74,47,12/20/2015,Monday,Phone,50011,Y,1,yes,12.0,5411.0,6747.0
1949,F,16,100,6316,7722909,1,1258.68,25,11/9/2016,Tuesday,Broker,85083,Y,1,yes,8.0,5412.0,6748.0
1977,M,21,65,6317,7902486,1,2838.82,26,7/28/2015,Sunday,Broker,15001,Y,0,yes,6.0,43.0,6749.0
1975,F,19,75,6318,7747226,0,3885.43,29,8/20/2015,Saturday,Online,50021,N,1,yes,4.0,5413.0,6750.0
1969,F,22,84,6319,6422202,1,4931.97,39,1/6/2016,Tuesday,Broker,50044,N,0,yes,3.0,5414.0,6751.0
1989,F,21,66,2369,1047116,0,649.78,41,1/17/2015,Tuesday,Broker,85002,Y,0,no,12.0,5415.0,6752.0
1964,M,21,82,6320,1175135,0,3327.15,43,2/28/2015,Saturday,Phone,85074,N,0,no,2.0,5416.0,6753.0
1986,F,25,52,6321,8390224,1,956.23,32,10/21/2016,Monday,Phone,80042,N,1,yes,10.0,5417.0,6754.0
1961,M,27,58,6322,8195098,0,8909.17,27,2/21/2015,Friday,Phone,80022,N,1,no,11.0,5418.0,6755.0
1983,F,23,66,6323,4400731,0,577.94,43,5/19/2015,Saturday,Phone,20118,N,0,yes,4.0,5419.0,6756.0
1995,F,29,53,6324,7875611,0,1876.2,28,1/3/2016,Friday,Phone,15035,Y,0,yes,3.0,5420.0,6757.0
1980,F,23,69,6325,7156612,0,403.66,42,9/15/2015,Wednesday,Broker,50008,N,1,no,1.0,178.0,6758.0
1965,M,19,75,6326,9633802,0,919.73,43,1/9/2015,Sunday,Broker,85027,N,1,yes,6.0,5421.0,6759.0
1986,F,23,85,6016,8268350,1,2573.25,44,6/21/2016,Sunday,Broker,80002,Y,1,yes,3.0,5422.0,6760.0
1997,F,19,41,6327,2100961,0,852.18,28,5/21/2016,Sunday,Phone,80046,N,1,yes,8.0,5423.0,6761.0
1969,F,22,68,6328,6498622,0,1109.5,35,8/10/2016,Thursday,Broker,15009,Y,0,no,5.0,5424.0,6762.0
1977,F,20,59,6329,3864151,1,21504.28,45,2/19/2016,Monday,Phone,15052,N,0,yes,1.0,5425.0,6763.0
1980,F,28,71,6330,1671761,1,4646.34,39,4/2/2015,Monday,Broker,80012,N,0,yes,6.0,5426.0,6764.0
1987,M,18,92,6331,9718783,0,2076.4,65,5/30/2015,Thursday,Phone,50032,Y,1,yes,11.0,1827.0,6765.0
1981,F,19,86,6332,2656411,0,1017.23,46,1/26/2015,Tuesday,Phone,15043,N,0,yes,8.0,183.0,6766.0
1979,M,25,64,6333,1439113,1,4364.32,37,11/30/2015,Sunday,Broker,80033,Y,1,no,10.0,5427.0,6767.0
1996,M,19,92,6334,6701646,0,1999.89,59,9/21/2015,Friday,Online,50047,N,1,yes,12.0,5428.0,6768.0
1968,M,23,100,6335,3217137,0,1381.08,33,1/31/2015,Sunday,Phone,15055,N,1,no,6.0,5429.0,6769.0
1992,M,31,66,6336,2476720,1,2640.01,36,2/16/2015,Monday,Phone,80014,N,1,yes,10.0,5430.0,6770.0
2001,M,23,61,6337,7154322,0,15171.67,38,9/1/2015,Saturday,Broker,15022,N,0,yes,9.0,466.0,6771.0
1967,M,26,77,6338,2388020,1,3547.86,35,2/5/2015,Wednesday,Phone,20165,N,0,yes,6.0,4509.0,6772.0
1953,F,25,80,6339,5469633,0,1268.63,37,4/21/2015,Wednesday,Phone,50039,N,1,no,5.0,5431.0,6773.0
1974,M,26,72,6340,2667273,0,1497.76,38,12/31/2016,Saturday,Broker,80103,N,1,yes,12.0,1273.0,6774.0
1979,F,24,83,6341,7040296,0,1177.61,50,10/17/2016,Wednesday,Broker,20136,N,1,yes,8.0,5432.0,6775.0
1990,M,20,79,6342,6909599,0,11304.84,53,12/23/2015,Friday,Phone,85022,Y,0,yes,12.0,5433.0,6776.0
1964,M,28,58,6343,9690125,0,12073.72,50,3/8/2016,Saturday,Phone,15001,Y,1,no,1.0,5434.0,6777.0
1972,M,24,72,6344,7078131,0,1366.87,38,1/17/2015,Saturday,Broker,80102,N,1,no,2.0,5435.0,6778.0
1995,M,22,47,6345,8619524,0,4161.79,56,7/26/2015,Thursday,Broker,15046,Y,1,yes,9.0,5436.0,6779.0
2002,F,25,93,6346,1861083,0,743.34,47,7/27/2015,Friday,Broker,20160,N,0,no,2.0,5437.0,6780.0
2003,M,28,64,6347,3693227,0,4761.61,67,3/21/2015,Wednesday,Broker,20143,N,0,yes,6.0,5438.0,6781.0
1973,F,19,97,6348,2679347,0,4905.23,39,11/29/2016,Tuesday,Broker,50002,N,1,yes,1.0,5439.0,6782.0
1981,M,20,87,2350,7664547,1,2553.53,33,6/4/2016,Friday,Broker,15047,Y,1,yes,10.0,5440.0,6783.0
1985,M,25,73,6349,3611050,0,2342.27,29,11/18/2015,Tuesday,Phone,50003,Y,1,yes,12.0,5441.0,6784.0
1977,M,22,81,6350,4135563,0,12992.86,56,2/10/2015,Saturday,Phone,80022,N,0,yes,12.0,178.0,6785.0
1955,M,19,57,6351,5399234,1,11661.73,31,2/25/2016,Wednesday,Broker,15030,Y,1,yes,10.0,5442.0,6786.0
1976,F,25,57,6352,5726213,0,2331.44,40,9/16/2015,Monday,Online,85016,N,0,yes,1.0,5443.0,6787.0
1994,F,20,63,6353,8450064,0,2773.99,61,8/11/2016,Friday,Broker,85007,Y,1,yes,5.0,5444.0,6788.0
1990,M,17,93,6354,9771330,0,1999.25,37,2/4/2015,Saturday,Phone,15014,N,1,no,1.0,5445.0,6789.0
1992,F,18,70,6355,6296511,0,3453.97,43,1/25/2016,Tuesday,Broker,80016,N,0,yes,12.0,5446.0,6790.0
1976,M,21,79,6356,4228984,0,2509.24,37,4/23/2016,Monday,Broker,85043,N,1,yes,7.0,1977.0,6791.0
1977,M,23,56,6169,7223350,0,2105.31,48,1/11/2016,Thursday,Broker,80017,Y,1,no,2.0,5447.0,6792.0
1988,M,18,55,6357,2308815,0,6981.6,39,4/20/2015,Monday,Phone,85073,N,1,yes,7.0,5448.0,6793.0
1978,M,28,55,6358,7589240,0,5936.28,51,9/4/2016,Thursday,Phone,85029,N,0,yes,12.0,36.0,6794.0
2001,M,19,99,6359,4487370,0,1037.09,39,8/11/2016,Friday,Broker,80005,N,1,yes,6.0,4702.0,6795.0
1980,M,16,88,6360,1316944,0,3025.12,57,10/27/2016,Wednesday,Broker,80105,N,1,yes,9.0,5449.0,6796.0
1972,F,24,73,6361,2128483,0,3547.85,15,4/18/2015,Monday,Online,50009,N,1,yes,7.0,5450.0,6797.0
1951,M,17,83,6362,1240995,1,819.61,30,10/24/2016,Wednesday,Broker,20163,Y,1,yes,3.0,5451.0,6798.0
1993,F,16,57,6363,7995191,0,1059.64,38,11/7/2015,Saturday,Broker,85051,N,1,yes,10.0,5452.0,6799.0
1989,M,16,85,6364,3336536,0,3932.61,72,2/1/2016,Monday,Broker,15034,N,0,yes,10.0,5453.0,6800.0
1978,F,23,90,4113,5862723,0,2699.34,32,5/9/2015,Thursday,Online,50035,N,0,yes,2.0,5454.0,6801.0
1999,M,26,92,6365,3778262,0,6542.17,55,1/5/2015,Monday,Broker,80041,N,0,yes,10.0,36.0,6802.0
1977,M,25,74,6366,2462729,0,2120.34,47,2/25/2016,Thursday,Phone,80027,N,1,yes,2.0,1949.0,6803.0
1975,M,20,77,6367,6911091,0,2019.6,45,7/17/2016,Tuesday,Phone,80030,N,0,yes,8.0,5455.0,6804.0
1980,M,23,61,6368,2098151,0,7689.48,58,7/29/2016,Wednesday,Broker,15001,Y,1,yes,11.0,5456.0,6805.0
1976,F,23,70,6369,4881696,0,2026.31,63,5/17/2015,Thursday,Phone,50047,Y,1,no,10.0,5457.0,6806.0
1992,F,25,87,6370,8460382,0,2057.1,39,3/26/2015,Sunday,Phone,50056,N,0,no,9.0,4509.0,6807.0
1992,M,27,59,6371,5546498,0,10963.94,25,12/16/2016,Tuesday,Phone,15060,N,0,yes,5.0,5458.0,6808.0
1979,M,23,71,6372,3742422,0,699.53,35,6/21/2016,Tuesday,Broker,15021,Y,1,yes,8.0,5459.0,6809.0
1970,M,18,63,6373,9973090,0,14226.9,53,7/18/2016,Monday,Broker,50048,Y,1,no,4.0,5460.0,6810.0
1969,M,21,100,6374,7809033,0,922.48,50,12/22/2016,Saturday,Broker,20124,N,1,no,1.0,5461.0,6811.0
1986,M,26,73,5109,1610040,1,2412.11,17,5/5/2015,Saturday,Broker,20102,Y,1,no,1.0,5462.0,6812.0
1969,F,21,74,6375,5913269,1,1496.76,32,10/15/2016,Sunday,Broker,20160,Y,0,yes,10.0,5463.0,6813.0
1988,M,21,64,6376,7862153,0,2982.47,40,8/1/2015,Wednesday,Online,20120,N,0,yes,4.0,5464.0,6814.0
1981,M,21,74,6377,5790435,0,8421.09,40,5/24/2015,Tuesday,Broker,80013,Y,0,yes,11.0,91.0,6815.0
1962,M,25,60,6378,2829430,0,3343.85,31,7/7/2015,Wednesday,Phone,50012,N,1,no,10.0,5465.0,6816.0
1985,M,20,53,6379,7106099,0,518.69,32,3/31/2016,Tuesday,Phone,20130,Y,0,yes,2.0,36.0,6817.0
1984,F,21,73,458,2927454,1,4665.17,30,3/2/2016,Saturday,Broker,50020,Y,1,no,1.0,5466.0,6818.0
1970,F,22,97,6380,1039736,0,2386.3,33,3/3/2015,Sunday,Broker,15028,N,1,no,4.0,5467.0,6819.0
1961,M,16,59,6381,4344938,0,2617.19,38,3/29/2016,Thursday,Broker,20124,Y,1,yes,8.0,5468.0,6820.0
1995,M,24,79,6382,2794365,1,1332.57,30,4/16/2016,Thursday,Broker,80022,Y,0,no,10.0,122.0,6821.0
1977,M,26,100,6383,7227416,0,3537.69,49,2/20/2016,Monday,Phone,15001,N,0,no,3.0,5469.0,6822.0
1992,F,26,85,6384,1461069,1,997.39,27,3/1/2016,Sunday,Broker,80042,Y,0,yes,12.0,5470.0,6823.0
1995,F,24,59,6385,5106151,0,2374.58,49,10/11/2016,Monday,Phone,15021,N,1,yes,6.0,5471.0,6824.0
1976,M,19,100,761,7439594,0,254.4,43,12/8/2016,Monday,Broker,15053,Y,1,yes,7.0,5472.0,6825.0
1987,F,26,54,6386,3010461,0,2320.63,51,7/14/2015,Monday,Phone,85053,N,1,yes,10.0,5473.0,6826.0
1988,F,25,62,6387,2194934,0,1639.9,23,6/24/2016,Monday,Phone,50008,N,1,yes,7.0,4182.0,6827.0
1992,M,26,56,6388,2149141,0,1389.05,55,8/11/2015,Friday,Online,80005,N,0,yes,12.0,5474.0,6828.0
1979,F,27,81,6389,9541341,0,3572.02,40,1/20/2015,Thursday,Online,20117,N,0,no,8.0,5361.0,6829.0
1993,F,25,87,6390,8437061,0,985.99,54,5/8/2015,Thursday,Broker,15003,Y,1,yes,4.0,5475.0,6830.0
1946,F,23,71,6391,6888008,1,3968.55,37,9/29/2016,Thursday,Broker,85048,N,1,no,10.0,5476.0,6831.0
1985,F,27,98,6392,1552251,0,933.8,46,7/27/2016,Monday,Online,80005,N,1,yes,8.0,5477.0,6832.0
1996,M,24,83,6393,2729824,0,869.23,49,6/14/2015,Friday,Phone,85046,N,1,no,4.0,5478.0,6833.0
1963,F,23,100,6394,3659738,1,1133.26,34,3/6/2016,Tuesday,Broker,50026,N,1,no,10.0,5479.0,6834.0
1964,F,21,55,6395,8695720,1,2238.42,45,8/26/2015,Friday,Broker,20109,N,0,yes,11.0,5480.0,6835.0
1984,M,27,60,6396,5352915,0,1070.81,41,8/3/2015,Friday,Broker,85062,N,0,yes,3.0,5481.0,6836.0
1984,M,22,73,6397,1120208,1,1569.81,40,6/5/2016,Wednesday,Phone,80018,Y,1,yes,8.0,36.0,6837.0
1959,F,29,54,6398,7421408,1,10375.28,35,3/11/2015,Friday,Broker,20160,Y,0,yes,11.0,5482.0,6838.0
1983,F,16,59,6399,3608894,0,1263.32,42,1/14/2016,Thursday,Broker,50041,Y,1,yes,4.0,5483.0,6839.0
1988,F,18,59,6400,9977935,1,3859.98,27,3/3/2016,Saturday,Broker,85006,Y,1,yes,10.0,5484.0,6840.0
1995,M,19,52,6401,5325617,0,2522.02,59,3/25/2015,Wednesday,Broker,20142,Y,0,no,12.0,5485.0,6841.0
1984,M,22,90,1112,6488279,0,1826.61,38,3/3/2016,Wednesday,Broker,50001,N,1,no,9.0,5486.0,6842.0
1982,F,29,69,6402,1876434,1,1525.61,36,5/2/2015,Friday,Phone,15017,N,1,yes,7.0,49.0,6843.0
1981,M,20,78,4776,3377075,1,2743.72,32,2/23/2015,Wednesday,Online,85054,Y,1,yes,2.0,1470.0,6844.0
1995,F,25,60,6403,1938650,0,2494.39,34,4/26/2016,Thursday,Phone,15021,N,0,yes,4.0,516.0,6845.0
1967,F,21,83,6404,8937869,0,409.18,41,11/5/2016,Sunday,Phone,85051,Y,0,yes,5.0,5487.0,6846.0
1974,F,20,64,6405,3715689,1,1782.9,37,1/13/2015,Monday,Broker,85003,N,1,yes,7.0,5488.0,6847.0
1974,F,28,76,6406,5426161,0,5660.68,40,1/18/2015,Friday,Broker,80022,N,0,no,2.0,5489.0,6848.0
1988,M,19,80,6407,4371001,1,1459.29,35,5/7/2015,Saturday,Broker,80011,N,0,yes,11.0,5490.0,6849.0
2006,F,25,82,6408,7045740,1,3964.76,31,8/3/2015,Thursday,Broker,50021,Y,0,yes,2.0,5491.0,6850.0
1997,F,24,69,6409,3885064,0,776.8,38,5/27/2015,Tuesday,Broker,20151,Y,1,yes,2.0,5492.0,6851.0
1978,F,22,85,2561,1562837,0,3275.71,57,11/24/2016,Wednesday,Broker,50028,Y,0,yes,12.0,5493.0,6852.0
1981,M,24,40,6410,3403722,0,1020.65,37,6/22/2016,Wednesday,Broker,50008,N,1,no,7.0,5494.0,6853.0
1978,F,19,50,6411,2645796,0,3732.72,44,7/12/2015,Saturday,Broker,80001,Y,1,no,5.0,269.0,6854.0
1988,M,23,44,6412,6451097,1,1050.16,34,1/1/2015,Thursday,Phone,15021,Y,1,yes,4.0,5495.0,6855.0
1981,M,26,76,6413,2928319,1,2016.55,31,11/17/2016,Sunday,Online,20160,N,0,no,12.0,5496.0,6856.0
1966,F,21,73,6414,8838075,1,421.89,28,12/16/2016,Friday,Broker,50049,N,0,yes,1.0,5497.0,6857.0
1966,M,22,97,6415,3982250,0,4931.76,30,7/5/2015,Sunday,Phone,50001,N,0,yes,6.0,5498.0,6858.0
1984,F,23,75,6416,7242857,1,6895.93,33,9/17/2016,Tuesday,Phone,50043,Y,1,yes,10.0,5499.0,6859.0
1984,M,20,48,6417,4078018,0,1884.36,52,5/9/2015,Sunday,Broker,50011,N,1,yes,3.0,5500.0,6860.0
1972,M,17,67,6418,2040832,1,21504.28,27,1/28/2015,Friday,Broker,85077,Y,0,yes,3.0,5501.0,6861.0
1992,M,19,61,6419,2868311,1,2420.93,32,9/5/2016,Saturday,Broker,85022,Y,0,no,10.0,5502.0,6862.0
1979,M,22,92,744,1169955,0,1946.88,37,2/14/2016,Sunday,Online,85075,N,1,yes,7.0,5503.0,6863.0
1967,M,19,60,6420,3600532,1,1028.9,48,1/22/2016,Saturday,Phone,20107,N,1,yes,8.0,5504.0,6864.0
1953,F,21,75,6421,8984639,0,758.53,47,9/29/2015,Friday,Phone,50020,N,1,yes,6.0,5505.0,6865.0
1990,M,20,75,6422,4247321,1,16154.62,36,12/29/2015,Sunday,Broker,15022,N,1,no,7.0,5506.0,6866.0
1992,F,25,91,6423,2922872,0,4283.17,54,2/21/2015,Sunday,Phone,15046,Y,1,yes,2.0,5507.0,6867.0
1996,F,25,57,6424,4289305,0,527.35,34,7/9/2015,Tuesday,Broker,80045,Y,1,yes,5.0,5508.0,6868.0
1970,M,21,66,6425,8844090,0,963.9,36,8/19/2015,Wednesday,Phone,15030,Y,1,yes,4.0,3041.0,6869.0
1979,F,24,48,6426,3446862,0,14000.68,30,11/3/2016,Wednesday,Broker,50008,N,0,no,5.0,5509.0,6870.0
1975,M,27,70,6427,3695377,0,3778.92,55,4/24/2015,Wednesday,Phone,20101,N,0,no,2.0,5510.0,6871.0
1981,M,29,51,6428,5861765,0,6472.28,48,6/30/2016,Tuesday,Phone,80012,N,0,yes,12.0,5511.0,6872.0
1985,M,25,80,4270,6453716,0,3236.29,48,8/16/2015,Monday,Phone,85083,Y,0,yes,5.0,5512.0,6873.0
1945,F,24,80,6429,4448316,1,21504.28,41,8/5/2016,Sunday,Broker,15050,Y,1,no,10.0,5513.0,6874.0
1975,M,27,47,6430,5729116,0,3387.36,47,8/19/2015,Friday,Broker,15022,N,1,yes,5.0,5514.0,6875.0
1981,M,23,83,6431,2807255,0,4863.03,47,2/19/2016,Monday,Broker,80023,N,0,yes,5.0,1414.0,6876.0
1980,F,22,65,6432,2921569,1,1880.89,20,7/4/2016,Thursday,Phone,15012,N,0,yes,10.0,1378.0,6877.0
1991,M,23,45,6433,2780423,1,3757.19,38,12/25/2015,Thursday,Broker,20159,Y,1,yes,11.0,5515.0,6878.0
1996,F,22,68,3033,2522604,0,7516.38,45,10/16/2015,Tuesday,Broker,50038,N,1,no,5.0,2748.0,6879.0
1971,M,23,62,6434,6864149,0,1575.77,49,5/21/2016,Saturday,Phone,50029,N,0,no,5.0,36.0,6880.0
1971,F,20,95,5980,9118747,0,6111.48,46,1/10/2016,Sunday,Broker,20109,N,0,no,1.0,36.0,6881.0
1983,F,22,56,2907,7408451,0,375.71,42,8/9/2016,Saturday,Broker,20153,N,1,yes,9.0,4702.0,6882.0
1971,F,22,95,6435,4085627,0,434.59,41,3/17/2015,Wednesday,Phone,50021,Y,0,yes,6.0,5516.0,6883.0
1994,M,21,56,6436,6135890,1,1504.59,31,5/3/2016,Monday,Broker,80042,Y,1,no,11.0,5517.0,6884.0
1989,F,19,60,6437,4515572,0,1300.76,36,3/1/2015,Monday,Broker,85025,Y,0,yes,9.0,5518.0,6885.0
1980,M,16,82,4100,5289244,0,908.99,18,6/17/2016,Monday,Online,85048,N,0,yes,9.0,1076.0,6886.0
1962,F,23,93,6438,4435607,0,3386.23,20,6/30/2015,Friday,Phone,85003,N,1,yes,3.0,5519.0,6887.0
1991,M,23,95,6439,1899246,0,4866.53,28,8/17/2016,Friday,Online,85020,N,1,yes,8.0,5520.0,6888.0
1977,F,16,89,6440,8486216,0,8891.66,28,4/21/2016,Sunday,Broker,85023,N,0,yes,5.0,36.0,6889.0
1982,F,23,77,6441,7490197,0,4914.23,40,5/1/2015,Wednesday,Phone,50047,N,0,yes,12.0,5521.0,6890.0
1990,M,25,87,6442,2868778,0,1848.68,39,12/2/2016,Monday,Broker,20119,N,0,yes,1.0,5522.0,6891.0
1971,F,24,64,6443,5130884,1,1241.56,27,8/16/2015,Tuesday,Broker,50047,Y,1,yes,8.0,5523.0,6892.0
1981,F,25,98,6444,5695787,0,6292.51,53,12/31/2015,Wednesday,Broker,80035,N,1,yes,2.0,5524.0,6893.0
1975,F,21,69,3098,8652683,0,5208.18,34,4/10/2015,Sunday,Broker,80046,Y,0,yes,6.0,355.0,6894.0
1994,M,26,100,6185,5864970,0,898.87,40,7/5/2015,Thursday,Broker,85036,N,0,yes,7.0,43.0,6895.0
1982,M,24,72,6445,4903104,0,1866.45,32,3/5/2016,Saturday,Broker,85014,N,0,yes,12.0,5525.0,6896.0
1964,F,19,74,6446,5814689,0,6557.28,42,9/30/2016,Monday,Phone,15042,Y,1,yes,11.0,5526.0,6897.0
1988,M,21,82,6447,7087450,0,3051.14,38,4/22/2016,Saturday,Broker,80014,N,1,yes,3.0,189.0,6898.0
1994,F,26,39,6448,9255283,0,8674.77,45,8/26/2016,Wednesday,Broker,85004,N,0,no,1.0,5527.0,6899.0
1992,F,27,98,6449,4479080,1,849.11,20,12/13/2016,Monday,Phone,80018,Y,1,yes,11.0,5528.0,6900.0
1975,M,21,83,6450,4174284,0,1696.26,50,9/28/2015,Thursday,Broker,85063,Y,0,yes,2.0,1378.0,6901.0
1979,M,16,67,6451,3199900,0,4705.95,20,2/16/2016,Saturday,Phone,80016,Y,0,yes,8.0,5529.0,6902.0
2000,F,21,100,6452,5991895,1,3334.51,27,6/8/2015,Wednesday,Broker,85021,Y,0,yes,10.0,49.0,6903.0
1991,F,16,55,6453,4011343,0,1323.85,20,3/26/2015,Monday,Online,20139,N,1,yes,11.0,5530.0,6904.0
1975,M,22,94,6454,2866405,0,2890.18,20,12/22/2016,Saturday,Online,50001,Y,0,no,1.0,5531.0,6905.0
1969,M,20,100,3262,3463632,0,2075.39,35,12/17/2016,Sunday,Online,85009,N,1,no,9.0,5532.0,6906.0
1988,M,25,85,6455,7118862,0,16446.1,47,2/20/2015,Thursday,Online,20153,N,0,no,1.0,5533.0,6907.0
